# key	status	primaryFile	route	reason	bp
# Lane governance-explorer, wave 39, 2026-09-09. Owns src/pages/explorer/**, src/pages/defi/**, src/components/learn/**.
# Page "Governance and Utilities" (3sSzw1KewMtUbeLAv7uW0r, page 5210:118077) entered scope today; 428 of these 569
# frames had never been triaged. This file is a FIRST PASS over the whole assignment plus a measured build of the
# explorer dashboard cluster. Every row states which of the two it is. Sizes are read from live/ (harvest of 2026-09-09).
#
# NO BROWSER WAS USED. Column 6 is present only on rows this lane measured against the frame from source; a verdict
# there is a SOURCE verdict, never a render verdict. Rows marked FIRST PASS carry no column 6, so they read unknown at
# every width, which is the truth.
#
# Frames whose implementing file belongs to another lane (governance-account: src/components/governance, src/components/
# account, src/pages/account, src/components/notifications; and everything under src/pages/vault, src/pages/sports,
# src/pages/social, src/pages/rewards, src/pages/Airdrop.tsx, src/pages/GaugeVoting.tsx, src/pages/YieldVault*.tsx,
# src/pages/learn/index.tsx, src/components/home-redesign) are rowed with their carried status and NOT edited.
Account > Account settings > Security > 2FA > SMS [11301-127843]	not-started	src/services/security/twoFactorService.ts	/account?tab=security (would be the dialog's second tab)	TOTP-only service; no SMS rail exists (1440x900). Lane governance-account's file.
Lottery other values [5291-89531]	partial	src/components/notifications/LotterySection.tsx	-	Component fragment "Lottery other values", 954x327: a faucet/lottery fragment (lane governance-account). FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Lottery other values" 954x327, text: 13,550 SKAI | 8 1 2 9 | +0.5 Common | 19 : 22 : 44 to roll again; beside 5280:87638 Earn > Faucet (1440). -> partial: the faucet roll result (pixel digits 8 1 2 9, +0.5 Common) over "to roll again" countdown. The countdown is built in FaucetClaimCard; the roll digits and tier are not drawn because the chain drip is a flat amount with no roll (src/components/dashboard/FaucetClaimCard.tsx:1-11).
Lottery other values [12225-458073]	partial	src/components/notifications/LotterySection.tsx	-	Component fragment "Lottery other values", 420x327: a faucet/lottery fragment (lane governance-account). FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Lottery other values" 420x327, text: 13,550 SKAI | 8 | 1 | 2 | 9 | +0.5 Common | 19 : 22 : 44 to roll again; beside 11983:179665 Earn > Faucet (768). -> partial: the faucet roll result (pixel digits 8 1 2 9, +0.5 Common) over "to roll again" countdown. The countdown is built in FaucetClaimCard; the roll digits and tier are not drawn because the chain drip is a flat amount with no roll (src/components/dashboard/FaucetClaimCard.tsx:1-11).
Lottery other values [12225-458091]	partial	src/components/notifications/LotterySection.tsx	-	Component fragment "Lottery other values", 319x246: a faucet/lottery fragment (lane governance-account). FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Lottery other values" 319x246, text: (same); beside 12004:408480 Earn > Faucet (375). -> partial: the faucet roll result (pixel digits 8 1 2 9, +0.5 Common) over "to roll again" countdown. The countdown is built in FaucetClaimCard; the roll digits and tier are not drawn because the chain drip is a flat amount with no roll (src/components/dashboard/FaucetClaimCard.tsx:1-11).
Lock - with percentage [11151-79923]	blocked-on-backend	src/pages/YieldVaultDetail.tsx / src/components/defi/vault	-	Component fragment "Lock - with percentage", 461x498: a vault or governance fragment; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Lock - with percentage" 461x498, text: 90 day lock | ( +0.10 SOL daily ) | APY: 16.00% | Deposit from token | Solana | SOL | Amount to deposit | 2 | Max | $177.69 | 3.10 SOL Available | ...; beside 5280:82910 Earn > Vault > Trading vault (1440). -> blocked-on-backend: the vault lock card that deposits SOL from Solana (90 day lock, +0.10 SOL daily, APY 16%). No rail: the vault has no SOL deposit path, and no source prints a daily SOL yield - the same missing pieces the House vault rows name (status.wave56.sportsbook.tsv:28-29).
Stake summary with fees [10517-39043]	not-started	src/pages/YieldVaultDetail.tsx / src/components/defi/vault	-	Component fragment "Stake summary with fees", 564x618: a vault or governance fragment; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Stake summary with fees" 564x618, text: Review stake summary | Logging out of Skai wallet means | This stake amount | 100.00 SKAI | Source instrument | SKAI staking 1 | Currently staked | ...; beside 5243:76144 Earn > Stake > confirm stake (1440). -> not-started: the "Review stake summary" step (source instrument, currently staked, estimated returns, APY, commission / completion date); its rows are recorded as data (ADD_REVIEW_ROWS, src/pages/earn/opportunityDetailBoard.ts:209-221) but nothing renders a review step.
Swap - no value [5243-75704]	partial	src/pages/defi/Earn.tsx	-	Component fragment "Swap - no value", 506x556: an Earn stake/swap fragment; the surface it belongs to is not built. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Swap - no value" 506x556, text: Stake your SKAI in "SKAI | Commission 10.00% | Est. APY 8.76% | Currently staked 100M SKAI | Amount 25% 50%; beside 5243:74665 Earn > Stake (1440). -> partial: the single-asset stake form (Stake your SKAI in "SKAI staking 1", commission, est. APY, currently staked, amount with 25 / 50 / 75 / Max, balance); built as LendSavePanel (src/pages/earn/OpportunityDetail.tsx:1074, :1097; the Stake verb :1167; board notes opportunityDetailBoard.ts:222+). Not measured at this cut.
dropdown-1 [5248-76747]	partial	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-1", 163x160: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-1" 163x160, text: Any risk | Low | Medium | High; beside 5243:73398 Earn - Liquidity only (1440). -> partial: the open risk filter (Any risk / Low / Medium / High); built as the risk Select in src/pages/defi/EarnSectionHead.tsx:105-110 (labels Low Risk / Medium Risk / High Risk). Menu not measured.
dropdown-2 [5248-76770]	partial	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-2", 163x160: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-2" 163x160, text: Recent | APY - Annual Yield | TVL - Transaction Vol. | Risk; beside 5243:73398 Earn - Liquidity only (1440). -> partial: the open sort menu (Recent / APY / TVL / Risk); built as the sort Select in src/pages/defi/EarnSectionHead.tsx:111-115 with APY, TVL and Risk; Recent is omitted on purpose because EarnOpportunity carries no timestamp (EarnSectionHead.tsx:36-40).
dropdown-1 [12215-457080]	partial	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-1", 150x152: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-1" 150x152, text: Any risk | Low | Medium | High; beside 11973:153636 Earn - Liquidity only 1VH (768). -> partial: the open risk filter (Any risk / Low / Medium / High); built as the risk Select in src/pages/defi/EarnSectionHead.tsx:105-110 (labels Low Risk / Medium Risk / High Risk). Menu not measured.
dropdown-1 [12215-457116]	partial	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-1", 150x144: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-1" 150x144, text: Any risk | Low | Medium | High; beside 12003:384627 Earn - Liquidity only 1VH (375). -> partial: the open risk filter (Any risk / Low / Medium / High); built as the risk Select in src/pages/defi/EarnSectionHead.tsx:105-110 (labels Low Risk / Medium Risk / High Risk). Menu not measured.
dropdown-2 [12215-457089]	partial	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-2", 150x152: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-2" 150x152, text: Recent | APY - Annual Yield | TVL - Transaction Vol. | Risk; beside 11973:153636 Earn - Liquidity only 1VH (768). -> partial: the open sort menu (Recent / APY / TVL / Risk); built as the sort Select in src/pages/defi/EarnSectionHead.tsx:111-115 with APY, TVL and Risk; Recent is omitted on purpose because EarnOpportunity carries no timestamp (EarnSectionHead.tsx:36-40).
dropdown-2 [12215-457125]	partial	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-2", 150x144: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-2" 150x144, text: Recent | APY - Annual Yield | TVL - Transaction Vol. | Risk; beside 12003:384627 Earn - Liquidity only 1VH (375). -> partial: the open sort menu (Recent / APY / TVL / Risk); built as the sort Select in src/pages/defi/EarnSectionHead.tsx:111-115 with APY, TVL and Risk; Recent is omitted on purpose because EarnOpportunity carries no timestamp (EarnSectionHead.tsx:36-40).
dropdown-activity [10841-118147]	blocked-on-backend	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-activity", 163x236: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-activity" 163x236, text: Recent | Unbonding | Claim | Staking | Status - success | Status - failed; beside 5248:76804 Earn > My positions (1440). -> blocked-on-backend: the open Activity filter (Recent / Unbonding / Claim / Staking / Status - success / failed); the trigger is built DISABLED because no earn-activity source exists (src/pages/defi/EarnActivitySection.tsx:134-146; the section's note records the grep that finds none). Missing piece: an earn events source keyed by wallet and opportunity.
dropdown-activity [12215-457134]	blocked-on-backend	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-activity", 163x224: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-activity" 163x224, text: Recent | Unbonding | Claim | Staking | Status - success | Status - failed; beside 11978:168335 Earn > My positions (768). -> blocked-on-backend: the open Activity filter (Recent / Unbonding / Claim / Staking / Status - success / failed); the trigger is built DISABLED because no earn-activity source exists (src/pages/defi/EarnActivitySection.tsx:134-146; the section's note records the grep that finds none). Missing piece: an earn events source keyed by wallet and opportunity.
dropdown-activity [12215-457147]	blocked-on-backend	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-activity", 150x212: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-activity" 150x212, text: (same); beside 12003:386268 Earn > My positions (375). -> blocked-on-backend: the open Activity filter (Recent / Unbonding / Claim / Staking / Status - success / failed); the trigger is built DISABLED because no earn-activity source exists (src/pages/defi/EarnActivitySection.tsx:134-146; the section's note records the grep that finds none). Missing piece: an earn events source keyed by wallet and opportunity.
dropdown-proposals [11304-134283]	partial	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-proposals", 163x122: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-proposals" 163x122, text: Relevant | All proposals | Temp checks; beside 5370:61920 Governance 1VH (1440). -> partial: the open proposals scope menu (Relevant / All proposals / Temp checks [/ My proposals only]); built as the scope selector (src/components/governance/GovernanceProposals.tsx:386, labels pinned in proposalListState.test.ts:265); Temp checks is omitted on purpose, SKAIGovernor has no temperature-check concept.
dropdown-proposals [12097-428912]	partial	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-proposals", 150x116: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-proposals" 150x116, text: Relevant | All proposals | Temp checks; beside 11900:108870 Governance 1VH (768). -> partial: the open proposals scope menu (Relevant / All proposals / Temp checks [/ My proposals only]); built as the scope selector (src/components/governance/GovernanceProposals.tsx:386, labels pinned in proposalListState.test.ts:265); Temp checks is omitted on purpose, SKAIGovernor has no temperature-check concept.
